"eventID ","case Spend area text","case Company","case Document Type","case Sub spend area text","case Purchasing Document","case Purch. Doc. Category name","case Vendor","case Item Type","case Item Category","case Spend classification text","case Source","case Name","case GR-Based Inv. Verif.","case Item","case concept:name","case Goods Receipt","event User","event org:resource","event concept:name","event Cumulative net worth (EUR)","event time:timestamp"
"1076941574635520","Real Estate","companyID_0000","Framework order","Real Estate - To Be Approved","4507075969","Purchase order","vendorID_1691","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1615","false","00040","4507075969_00040","false","NONE","NONE","Vendor creates invoice","719.0","02-11-2017 23:59:00.000"
"1076817020583936","Real Estate","companyID_0000","Framework order","Real estate brokers or agents","4507075965","Purchase order","vendorID_1687","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1611","false","00250","4507075965_00250","false","NONE","NONE","Vendor creates invoice","1901.0","13-11-2017 23:59:00.000"
"1076825610518528","Real Estate","companyID_0000","Framework order","Business park","4507075966","Purchase order","vendorID_1688","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1612","false","00010","4507075966_00010","false","NONE","NONE","Vendor creates invoice","29229.0","23-11-2017 23:59:00.000"
"1076829905485824","Real Estate","companyID_0000","Framework order","Business park","4507075966","Purchase order","vendorID_1688","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1612","false","00020","4507075966_00020","false","NONE","NONE","Vendor creates invoice","4261.0","23-11-2017 23:59:00.000"
"1078423338352640","Real Estate","companyID_0000","Framework order","Real estate brokers or agents","4508076155","Purchase order","vendorID_1864","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1788","false","00040","4508076155_00040","false","NONE","NONE","Vendor creates invoice","1887.0","01-12-2017 23:59:00.000"
"22325240004608","CAPEX & SOCS","companyID_0000","Framework order","MRO (components)","4507001814","Purchase order","vendorID_0648","Service","3-way match, invoice after GR","NPR","sourceSystemID_0000","vendor_0624","true","00010","4507001814_00010","true","NONE","NONE","Vendor creates invoice","17320.0","19-12-2017 23:59:00.000"
"1076928689733632","Real Estate","companyID_0000","Framework order","Real Estate - To Be Approved","4507075969","Purchase order","vendorID_1691","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1615","false","00010","4507075969_00010","false","NONE","NONE","Vendor creates invoice","694.0","20-12-2017 23:59:00.000"
"1076713941368833","Real Estate","companyID_0000","Framework order","Real estate brokers or agents","4507075965","Purchase order","vendorID_1687","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1611","false","00010","4507075965_00010","false","NONE","NONE","Vendor creates invoice","15349.0","21-12-2017 23:59:00.000"
"1076718236336129","Real Estate","companyID_0000","Framework order","Real estate brokers or agents","4507075965","Purchase order","vendorID_1687","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1611","false","00020","4507075965_00020","false","NONE","NONE","Vendor creates debit memo","265.0","21-12-2017 23:59:00.000"
"1076713941368832","Real Estate","companyID_0000","Framework order","Real estate brokers or agents","4507075965","Purchase order","vendorID_1687","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1611","false","00010","4507075965_00010","false","NONE","NONE","Vendor creates debit memo","15349.0","21-12-2017 23:59:00.000"
"1076718236336128","Real Estate","companyID_0000","Framework order","Real estate brokers or agents","4507075965","Purchase order","vendorID_1687","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1611","false","00020","4507075965_00020","false","NONE","NONE","Vendor creates invoice","265.0","21-12-2017 23:59:00.000"
"1076890035027968","Real Estate","companyID_0000","Framework order","Real estate brokers or agents","4507075968","Purchase order","vendorID_1690","Limit","2-way match","NPR","sourceSystemID_0000","vendor_1614","false","00010","4507075968_00010","false","NONE","NONE","Vendor creates invoice","1290.0","22-12-2017 23:59:00.000"
"5347234283520","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507000542","Purchase order","vendorID_0256","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0249","false","00030","4507000542_00030","true","user_124","user_124","Create Purchase Requisition Item","0.0","31-12-2017 00:00:00.000"
"2611340115968","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000283","Purchase order","vendorID_0146","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000283_00010","true","user_059","user_059","Create Purchase Order Item","0.0","02-01-2018 11:08:00.000"
"2615635083264","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000284","Purchase order","vendorID_0146","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000284_00010","true","user_059","user_059","Create Purchase Order Item","0.0","02-01-2018 11:10:00.000"
"3599182594048","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507000378","Purchase order","vendorID_0183","Standard","3-way match, invoice after GR","PR","sourceSystemID_0000","vendor_0181","true","00010","4507000378_00010","true","user_091","user_091","Create Purchase Order Item","37169.0","02-01-2018 13:34:00.000"
"3603477561344","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507000379","Purchase order","vendorID_0184","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507000379_00010","true","user_064","user_064","Create Purchase Order Item","40800.0","02-01-2018 13:40:00.000"
"3607772528640","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507000380","Purchase order","vendorID_0184","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507000380_00010","true","user_064","user_064","Create Purchase Order Item","40800.0","02-01-2018 13:41:00.000"
"3612067495936","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507000381","Purchase order","vendorID_0184","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507000381_00010","true","user_064","user_064","Create Purchase Order Item","40800.0","02-01-2018 13:41:00.000"
"3616362463232","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507000382","Purchase order","vendorID_0184","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507000382_00010","true","user_064","user_064","Create Purchase Order Item","40800.0","02-01-2018 13:41:00.000"
"3620657430528","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507000383","Purchase order","vendorID_0184","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507000383_00010","true","user_064","user_064","Create Purchase Order Item","40800.0","02-01-2018 13:42:00.000"
"3624952397824","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507000384","Purchase order","vendorID_0184","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507000384_00010","true","user_064","user_064","Create Purchase Order Item","40800.0","02-01-2018 13:43:00.000"
"3629247365120","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507000385","Purchase order","vendorID_0184","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507000385_00010","true","user_064","user_064","Create Purchase Order Item","40800.0","02-01-2018 13:43:00.000"
"3633542332416","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507000386","Purchase order","vendorID_0184","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507000386_00010","true","user_064","user_064","Create Purchase Order Item","40800.0","02-01-2018 13:44:00.000"
"3642132267008","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507000388","Purchase order","vendorID_0184","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507000388_00010","true","user_064","user_064","Create Purchase Order Item","40800.0","02-01-2018 13:44:00.000"
"3680786972672","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507000395","Purchase order","vendorID_0189","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0186","false","00010","4507000395_00010","true","user_100","user_100","Create Purchase Order Item","1525.0","02-01-2018 14:08:00.000"
"3977139716096","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507000425","Purchase order","vendorID_0183","Standard","3-way match, invoice after GR","PR","sourceSystemID_0000","vendor_0181","true","00010","4507000425_00010","true","user_091","user_091","Create Purchase Order Item","48054.0","02-01-2018 15:15:00.000"
"23261542875136","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507001859","Purchase order","vendorID_0660","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0636","false","00020","4507001859_00020","true","NONE","NONE","Vendor creates invoice","129.0","02-01-2018 23:59:00.000"
"23257247907840","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507001859","Purchase order","vendorID_0660","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0636","false","00010","4507001859_00010","true","NONE","NONE","Vendor creates invoice","3091.0","02-01-2018 23:59:00.000"
"6674379177984","Additives","companyID_0000","Standard PO","Rheology & Thixotropic Agents","4507000683","Purchase order","vendorID_0183","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0181","false","00010","4507000683_00010","true","batch_08","batch_08","Create Purchase Requisition Item","9010.0","03-01-2018 00:00:00.000"
"5338644348928","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507000542","Purchase order","vendorID_0256","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0249","false","00010","4507000542_00010","true","user_124","user_124","Create Purchase Requisition Item","0.0","03-01-2018 00:00:00.000"
"5342939316224","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507000542","Purchase order","vendorID_0256","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0249","false","00020","4507000542_00020","true","user_124","user_124","Create Purchase Requisition Item","0.0","03-01-2018 00:00:00.000"
"4660039516160","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507000482","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00100","4507000482_00100","true","user_038","user_038","Create Purchase Order Item","1103.0","03-01-2018 08:01:00.000"
"4638564679680","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507000482","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00050","4507000482_00050","true","user_038","user_038","Create Purchase Order Item","180.0","03-01-2018 08:01:00.000"
"4655744548864","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507000482","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00090","4507000482_00090","true","user_038","user_038","Create Purchase Order Item","397.0","03-01-2018 08:01:00.000"
"4651449581568","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507000482","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00080","4507000482_00080","true","user_038","user_038","Create Purchase Order Item","133.0","03-01-2018 08:01:00.000"
"4647154614272","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507000482","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00070","4507000482_00070","true","user_038","user_038","Create Purchase Order Item","6417.0","03-01-2018 08:01:00.000"
"4634269712384","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507000482","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00040","4507000482_00040","true","user_038","user_038","Create Purchase Order Item","2139.0","03-01-2018 08:01:00.000"
"4621384810496","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507000482","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00010","4507000482_00010","true","user_038","user_038","Create Purchase Order Item","352.0","03-01-2018 08:01:00.000"
"4625679777792","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507000482","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00020","4507000482_00020","true","user_038","user_038","Create Purchase Order Item","148.0","03-01-2018 08:01:00.000"
"4629974745088","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507000482","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00030","4507000482_00030","true","user_038","user_038","Create Purchase Order Item","222.0","03-01-2018 08:01:00.000"
"4642859646976","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507000482","Purchase order","vendorID_0237","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0232","false","00060","4507000482_00060","true","user_038","user_038","Create Purchase Order Item","860.0","03-01-2018 08:01:00.000"
"5338644348929","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507000542","Purchase order","vendorID_0256","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0249","false","00010","4507000542_00010","true","user_119","user_119","Create Purchase Order Item","0.0","03-01-2018 09:00:00.000"
"5347234283521","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507000542","Purchase order","vendorID_0256","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0249","false","00030","4507000542_00030","true","user_119","user_119","Create Purchase Order Item","0.0","03-01-2018 09:00:00.000"
"5342939316225","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507000542","Purchase order","vendorID_0256","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0249","false","00020","4507000542_00020","true","user_119","user_119","Create Purchase Order Item","0.0","03-01-2018 09:00:00.000"
"5424543694848","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507000556","Purchase order","vendorID_0166","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00020","4507000556_00020","true","user_075","user_075","Create Purchase Order Item","8105.0","03-01-2018 09:27:00.000"
"5428838662144","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507000556","Purchase order","vendorID_0166","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00030","4507000556_00030","true","user_075","user_075","Create Purchase Order Item","5429.0","03-01-2018 09:27:00.000"
"5420248727552","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507000556","Purchase order","vendorID_0166","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507000556_00010","true","user_075","user_075","Create Purchase Order Item","36927.0","03-01-2018 09:27:00.000"
"5433133629440","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507000557","Purchase order","vendorID_0262","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0255","false","00010","4507000557_00010","true","user_075","user_075","Create Purchase Order Item","70494.0","03-01-2018 09:28:00.000"
"5510443040768","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507000566","Purchase order","vendorID_0267","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0260","false","00010","4507000566_00010","true","user_068","user_068","Create Purchase Order Item","11239.0","03-01-2018 09:44:00.000"
"5613522255872","CAPEX & SOCS","companyID_0000","Standard PO","MRO (components)","4507000578","Purchase order","vendorID_0273","Standard","3-way match, invoice before GR","NPR","sourceSystemID_0000","vendor_0265","false","00010","4507000578_00010","true","user_045","user_045","Create Purchase Order Item","1461.0","03-01-2018 10:17:00.000"
"5622112190464","Solvents","companyID_0000","Standard PO","Aliphatic Solvents","4507000580","Purchase order","vendorID_0248","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0243","false","00010","4507000580_00010","true","user_121","user_121","Create Purchase Order Item","31509.0","03-01-2018 10:29:00.000"
"6584184864768","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000668","Purchase order","vendorID_0318","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0309","false","00010","4507000668_00010","true","user_079","user_079","Create Purchase Order Item","0.0","03-01-2018 13:54:00.000"
"6648609374208","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000678","Purchase order","vendorID_0327","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0318","false","00010","4507000678_00010","true","user_100","user_100","Create Purchase Order Item","109493.0","03-01-2018 14:02:00.000"
"6674379177985","Additives","companyID_0000","Standard PO","Rheology & Thixotropic Agents","4507000683","Purchase order","vendorID_0183","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0181","false","00010","4507000683_00010","true","user_142","user_142","Create Purchase Order Item","9010.0","03-01-2018 14:15:00.000"
"6678674145280","Latex & Monomers","companyID_0000","Standard PO","Pure Acrylics","4507000683","Purchase order","vendorID_0183","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0181","false","00020","4507000683_00020","true","user_142","user_142","Create Purchase Order Item","7700.0","03-01-2018 14:15:00.000"
"7043746365440","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000732","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000732_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 16:23:00.000"
"7048041332736","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000733","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000733_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 16:24:00.000"
"7052336300032","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000734","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000734_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 16:24:00.000"
"7056631267328","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000735","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000735_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 16:25:00.000"
"7060926234624","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000736","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000736_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 16:25:00.000"
"7078106103808","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000740","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000740_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 16:26:00.000"
"7073811136512","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000739","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000739_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 16:26:00.000"
"7069516169216","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000738","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000738_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 16:26:00.000"
"7065221201920","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000737","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000737_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 16:26:00.000"
"7082401071104","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000741","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000741_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 16:27:00.000"
"7086696038400","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000742","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000742_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 16:27:00.000"
"7090991005696","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000743","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000743_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 16:27:00.000"
"7095285972992","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000744","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000744_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 16:28:00.000"
"7202660155392","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000769","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000769_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 16:58:00.000"
"7232724926464","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000771","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000771_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 16:58:00.000"
"7241314861056","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000773","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000773_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 16:59:00.000"
"7237019893760","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000772","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000772_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 16:59:00.000"
"7245609828352","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000774","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000774_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 17:00:00.000"
"7258494730240","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000777","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000777_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 17:00:00.000"
"7254199762944","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000776","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000776_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 17:00:00.000"
"7262789697536","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000778","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000778_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 17:01:00.000"
"7271379632128","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000780","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000780_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 17:02:00.000"
"7267084664832","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000779","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000779_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 17:02:00.000"
"7275674599424","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000781","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000781_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 17:03:00.000"
"7279969566720","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000782","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000782_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 17:03:00.000"
"7284264534016","Titanium Dioxides","companyID_0000","Standard PO","Chloride","4507000783","Purchase order","vendorID_0357","Consignment","Consignment","PR","sourceSystemID_0000","vendor_0143","false","00010","4507000783_00010","true","user_064","user_064","Create Purchase Order Item","0.0","03-01-2018 17:04:00.000"
"3612067495937","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507000381","Purchase order","vendorID_0184","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507000381_00010","true","user_064","user_064","Change Quantity","40800.0","03-01-2018 17:18:00.000"
"3616362463233","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507000382","Purchase order","vendorID_0184","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507000382_00010","true","user_064","user_064","Change Quantity","40800.0","03-01-2018 17:19:00.000"
"3620657430529","Latex & Monomers","companyID_0000","Standard PO","Styrene Acrylics","4507000383","Purchase order","vendorID_0184","Standard","3-way match, invoice before GR","PR","sourceSystemID_0000","vendor_0164","false","00010","4507000383_00010","true","user_064","user_064","Change Quantity","40800.0","03-01-2018 17:19:00.000"
