cID,PO,company,spend_area,sub_spend_area,vendor,vendor_name,item_cat,item_type,doc_type,gr_based_iv,gr_flag,item,po_date,bestellwert,auswahlgrund,lag_h,F1_weit,F1_strikt,F1_eng,F1_rausch,F1_cp_anderer_user,F2,F2_zahlung_vor_gr,F2_manuelle_entsperrung,zahlungsdauer_tage
4507000380_00010,4507000380,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0184,vendor_0164,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-02 13:41:00,40800.0,scope,,False,False,False,False,False,False,False,False,107.0
4507000381_00010,4507000381,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0184,vendor_0164,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-02 13:41:00,40800.0,scope,,False,False,False,False,False,False,False,False,77.0
4507000382_00010,4507000382,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0184,vendor_0164,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-02 13:41:00,40800.0,scope,,False,False,False,False,False,False,False,False,79.0
4507000383_00010,4507000383,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0184,vendor_0164,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-02 13:42:00,40800.0,scope,,False,False,False,False,False,False,False,False,50.0
4507000384_00010,4507000384,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0184,vendor_0164,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-02 13:43:00,40800.0,scope,,False,False,False,False,False,False,False,False,79.0
4507000385_00010,4507000385,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0184,vendor_0164,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-02 13:43:00,40800.0,scope,,False,False,False,False,False,False,False,False,73.0
4507000386_00010,4507000386,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0184,vendor_0164,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-02 13:44:00,40800.0,scope,,False,False,False,False,False,False,False,False,71.0
4507000388_00010,4507000388,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0184,vendor_0164,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-02 13:44:00,40800.0,scope,,False,False,False,False,False,False,False,False,70.0
4507000395_00010,4507000395,companyID_0000,Solvents,Aliphatic Solvents,vendorID_0189,vendor_0186,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-02 14:08:00,1525.0,scope,,False,False,False,False,False,False,False,False,76.0
4507000425_00010,4507000425,companyID_0000,Latex & Monomers,Pure Acrylics,vendorID_0183,vendor_0181,"3-way match, invoice after GR",Standard,Standard PO,True,True,00010,2018-01-02 15:15:00,48054.0,scope,,False,False,False,False,False,False,False,False,50.0
4507001859_00020,4507001859,companyID_0000,CAPEX & SOCS,MRO (components),vendorID_0660,vendor_0636,"3-way match, invoice before GR",Standard,Standard PO,False,True,00020,2018-01-09 17:17:00,129.0,scope,,False,False,False,False,False,False,False,False,37.0
4507001859_00010,4507001859,companyID_0000,CAPEX & SOCS,MRO (components),vendorID_0660,vendor_0636,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-09 17:17:00,3091.0,scope,,False,False,False,False,False,False,False,False,37.0
4507000683_00010,4507000683,companyID_0000,Additives,Rheology & Thixotropic Agents,vendorID_0183,vendor_0181,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-03 14:15:00,9010.0,po_abschluss,,False,False,False,False,False,False,False,False,70.0
4507000542_00010,4507000542,companyID_0000,Solvents,Aliphatic Solvents,vendorID_0256,vendor_0249,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 09:00:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000542_00020,4507000542,companyID_0000,Solvents,Aliphatic Solvents,vendorID_0256,vendor_0249,Consignment,Consignment,Standard PO,False,True,00020,2018-01-03 09:00:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000482_00100,4507000482,companyID_0000,CAPEX & SOCS,MRO (components),vendorID_0237,vendor_0232,"3-way match, invoice before GR",Standard,Standard PO,False,True,00100,2018-01-03 08:01:00,1103.0,scope,,False,False,False,False,False,False,False,False,23.0
4507000482_00050,4507000482,companyID_0000,CAPEX & SOCS,MRO (components),vendorID_0237,vendor_0232,"3-way match, invoice before GR",Standard,Standard PO,False,True,00050,2018-01-03 08:01:00,180.0,scope,,False,False,False,False,False,False,False,False,19.0
4507000482_00090,4507000482,companyID_0000,CAPEX & SOCS,MRO (components),vendorID_0237,vendor_0232,"3-way match, invoice before GR",Standard,Standard PO,False,True,00090,2018-01-03 08:01:00,397.0,scope,,False,False,False,False,False,False,False,False,23.0
4507000482_00080,4507000482,companyID_0000,CAPEX & SOCS,MRO (components),vendorID_0237,vendor_0232,"3-way match, invoice before GR",Standard,Standard PO,False,True,00080,2018-01-03 08:01:00,133.0,scope,,False,False,False,False,False,False,False,False,23.0
4507000482_00070,4507000482,companyID_0000,CAPEX & SOCS,MRO (components),vendorID_0237,vendor_0232,"3-way match, invoice before GR",Standard,Standard PO,False,True,00070,2018-01-03 08:01:00,6417.0,scope,,False,False,False,False,False,False,False,False,23.0
4507000482_00040,4507000482,companyID_0000,CAPEX & SOCS,MRO (components),vendorID_0237,vendor_0232,"3-way match, invoice before GR",Standard,Standard PO,False,True,00040,2018-01-03 08:01:00,2139.0,scope,,False,False,False,False,False,False,False,False,23.0
4507000482_00010,4507000482,companyID_0000,CAPEX & SOCS,MRO (components),vendorID_0237,vendor_0232,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-03 08:01:00,352.0,scope,,False,False,False,False,False,False,False,False,19.0
4507000482_00020,4507000482,companyID_0000,CAPEX & SOCS,MRO (components),vendorID_0237,vendor_0232,"3-way match, invoice before GR",Standard,Standard PO,False,True,00020,2018-01-03 08:01:00,148.0,scope,,False,False,False,False,False,False,False,False,23.0
4507000482_00030,4507000482,companyID_0000,CAPEX & SOCS,MRO (components),vendorID_0237,vendor_0232,"3-way match, invoice before GR",Standard,Standard PO,False,True,00030,2018-01-03 08:01:00,222.0,scope,,False,False,False,False,False,False,False,False,23.0
4507000482_00060,4507000482,companyID_0000,CAPEX & SOCS,MRO (components),vendorID_0237,vendor_0232,"3-way match, invoice before GR",Standard,Standard PO,False,True,00060,2018-01-03 08:01:00,860.0,scope,,False,False,False,False,False,False,False,False,
4507000556_00020,4507000556,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0166,vendor_0164,"3-way match, invoice before GR",Standard,Standard PO,False,True,00020,2018-01-03 09:27:00,8105.0,scope,,False,False,False,False,False,False,False,False,72.0
4507000556_00030,4507000556,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0166,vendor_0164,"3-way match, invoice before GR",Standard,Standard PO,False,True,00030,2018-01-03 09:27:00,5429.0,scope,,False,False,False,False,False,False,False,False,72.0
4507000556_00010,4507000556,companyID_0000,Latex & Monomers,Pure Acrylics,vendorID_0166,vendor_0164,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-03 09:27:00,36927.0,scope,,False,False,False,False,False,False,False,False,72.0
4507000557_00010,4507000557,companyID_0000,Latex & Monomers,Pure Acrylics,vendorID_0262,vendor_0255,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-03 09:28:00,70494.0,scope,,False,False,False,False,False,False,False,False,241.0
4507000566_00010,4507000566,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0267,vendor_0260,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-03 09:44:00,11239.0,scope,,False,False,False,False,False,False,False,False,55.0
4507000578_00010,4507000578,companyID_0000,CAPEX & SOCS,MRO (components),vendorID_0273,vendor_0265,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-03 10:17:00,1461.0,scope,,False,False,False,False,False,False,False,False,41.0
4507000580_00010,4507000580,companyID_0000,Solvents,Aliphatic Solvents,vendorID_0248,vendor_0243,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-03 10:29:00,31509.0,scope,,False,False,False,False,False,False,False,False,70.0
4507000668_00010,4507000668,companyID_0000,Titanium Dioxides,Chloride,vendorID_0318,vendor_0309,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 13:54:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000678_00010,4507000678,companyID_0000,Titanium Dioxides,Chloride,vendorID_0327,vendor_0318,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-03 14:02:00,109493.0,scope,,False,False,False,False,False,False,False,False,78.0
4507000683_00020,4507000683,companyID_0000,Latex & Monomers,Pure Acrylics,vendorID_0183,vendor_0181,"3-way match, invoice before GR",Standard,Standard PO,False,True,00020,2018-01-03 14:15:00,7700.0,scope,1053.0333333333333,True,True,True,False,True,False,False,False,70.0
4507000732_00010,4507000732,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 16:23:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000733_00010,4507000733,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 16:24:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000734_00010,4507000734,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 16:24:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000735_00010,4507000735,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 16:25:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000736_00010,4507000736,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 16:25:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000740_00010,4507000740,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 16:26:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000739_00010,4507000739,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 16:26:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000738_00010,4507000738,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 16:26:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000737_00010,4507000737,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 16:26:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000741_00010,4507000741,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 16:27:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000742_00010,4507000742,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 16:27:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000743_00010,4507000743,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 16:27:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000744_00010,4507000744,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 16:28:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000769_00010,4507000769,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 16:58:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000771_00010,4507000771,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 16:58:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000773_00010,4507000773,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 16:59:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000772_00010,4507000772,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 16:59:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000774_00010,4507000774,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 17:00:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000777_00010,4507000777,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 17:00:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000776_00010,4507000776,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 17:00:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000778_00010,4507000778,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 17:01:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000780_00010,4507000780,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 17:02:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000779_00010,4507000779,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 17:02:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000781_00010,4507000781,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 17:03:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000782_00010,4507000782,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 17:03:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000783_00010,4507000783,companyID_0000,Titanium Dioxides,Chloride,vendorID_0357,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-03 17:04:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000918_00010,4507000918,companyID_0000,Titanium Dioxides,Chloride,vendorID_0146,vendor_0143,Consignment,Consignment,Standard PO,False,True,00010,2018-01-04 10:36:00,0.0,scope,,False,False,False,False,False,False,False,False,
4507000919_00010,4507000919,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0184,vendor_0164,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-04 10:37:00,40446.0,scope,,False,False,False,False,False,False,False,False,77.0
4507000920_00010,4507000920,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0184,vendor_0164,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-04 10:40:00,40446.0,scope,,False,False,False,False,False,False,False,False,76.0
4507000925_00010,4507000925,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0184,vendor_0164,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-04 10:42:00,43817.0,scope,,False,False,False,False,False,False,False,False,72.0
4507000933_00020,4507000933,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0267,vendor_0260,"3-way match, invoice before GR",Standard,Standard PO,False,True,00020,2018-01-04 10:47:00,20434.0,scope,,False,False,False,False,False,False,False,False,47.0
4507000933_00010,4507000933,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0267,vendor_0260,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-04 10:47:00,10217.0,scope,,False,False,False,False,False,False,False,False,47.0
4507000937_00010,4507000937,companyID_0000,Latex & Monomers,Pure Acrylics,vendorID_0183,vendor_0181,"3-way match, invoice after GR",Standard,Standard PO,True,True,00010,2018-01-04 10:52:00,37169.0,scope,,False,False,False,False,False,False,False,False,90.0
4507000940_00030,4507000940,companyID_0000,Additives,Plasticizers,vendorID_0300,vendor_0291,"3-way match, invoice before GR",Standard,Standard PO,False,True,00030,2018-01-04 10:58:00,1286.0,po_abschluss,,False,False,False,False,False,False,False,False,17.0
4507000941_00010,4507000941,companyID_0000,Additives,Surfactants,vendorID_0300,vendor_0291,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-04 10:58:00,1155.0,po_abschluss,,False,False,False,False,False,False,False,False,69.0
4507000941_00020,4507000941,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0300,vendor_0291,"3-way match, invoice before GR",Standard,Standard PO,False,True,00020,2018-01-04 10:58:00,18394.0,scope,,False,False,False,False,False,False,False,False,63.0
4507000939_00010,4507000939,companyID_0000,Latex & Monomers,Styrene Acrylics,vendorID_0166,vendor_0164,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-04 10:58:00,42120.0,scope,1271.4,True,True,True,False,True,False,False,False,63.0
4507000940_00010,4507000940,companyID_0000,Additives,Surfactants,vendorID_0300,vendor_0291,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-04 10:58:00,595.0,po_abschluss,,False,False,False,False,False,False,False,False,69.0
4507000940_00020,4507000940,companyID_0000,Latex & Monomers,Pure Acrylics,vendorID_0300,vendor_0291,"3-way match, invoice before GR",Standard,Standard PO,False,True,00020,2018-01-04 10:58:00,22239.0,scope,1271.3666666666666,True,True,True,False,True,False,False,False,70.0
4507000482_00110,4507000482,companyID_0000,CAPEX & SOCS,MRO (components),vendorID_0237,vendor_0232,"3-way match, invoice before GR",Standard,Standard PO,False,True,00110,2018-01-04 10:59:00,883.0,scope,,False,False,False,False,False,False,False,False,23.0
4507000683_00040,4507000683,companyID_0000,Latex & Monomers,Pure Acrylics,vendorID_0183,vendor_0181,"3-way match, invoice before GR",Standard,Standard PO,False,True,00040,2018-01-04 11:17:00,48771.0,scope,1276.1666666666667,True,True,True,False,True,False,False,False,62.0
4507000683_00030,4507000683,companyID_0000,Latex & Monomers,Pure Acrylics,vendorID_0183,vendor_0181,"3-way match, invoice before GR",Standard,Standard PO,False,True,00030,2018-01-04 11:17:00,28235.0,scope,1276.1666666666667,True,True,True,False,True,False,False,False,62.0
4507000965_00010,4507000965,companyID_0000,Solvents,Aliphatic Solvents,vendorID_0248,vendor_0243,"3-way match, invoice before GR",Standard,Standard PO,False,True,00010,2018-01-04 11:45:00,30678.0,scope,359.21666666666664,True,True,True,False,True,False,False,False,72.0
4507075965_00090,4507075965,companyID_0003,Real Estate,Real estate brokers or agents,vendorID_1687,vendor_1611,2-way match,Limit,Framework order,False,False,00090,2018-01-04 12:25:00,15349.0,scope,,False,False,False,False,False,False,False,False,202.0
4507075965_00070,4507075965,companyID_0003,Real Estate,Real estate brokers or agents,vendorID_1687,vendor_1611,2-way match,Limit,Framework order,False,False,00070,2018-01-04 12:25:00,15349.0,scope,,False,False,False,False,False,False,False,False,
4507075965_00080,4507075965,companyID_0003,Real Estate,Real estate brokers or agents,vendorID_1687,vendor_1611,2-way match,Limit,Framework order,False,False,00080,2018-01-04 12:25:00,265.0,scope,,False,False,False,False,False,False,False,False,
4507075965_00060,4507075965,companyID_0003,Real Estate,Real estate brokers or agents,vendorID_1687,vendor_1611,2-way match,Limit,Framework order,False,False,00060,2018-01-04 12:25:00,265.0,scope,,False,False,False,False,False,False,False,False,5.0
4507075965_00170,4507075965,companyID_0003,Real Estate,Real estate brokers or agents,vendorID_1687,vendor_1611,2-way match,Limit,Framework order,False,False,00170,2018-01-04 12:25:00,15349.0,scope,,False,False,False,False,False,False,False,False,
4507075965_00100,4507075965,companyID_0003,Real Estate,Real estate brokers or agents,vendorID_1687,vendor_1611,2-way match,Limit,Framework order,False,False,00100,2018-01-04 12:25:00,265.0,scope,,False,False,False,False,False,False,False,False,
4507075965_00050,4507075965,companyID_0003,Real Estate,Real estate brokers or agents,vendorID_1687,vendor_1611,2-way match,Limit,Framework order,False,False,00050,2018-01-04 12:25:00,15349.0,scope,,False,False,False,False,False,False,False,False,47.0
4507075965_00110,4507075965,companyID_0003,Real Estate,Real estate brokers or agents,vendorID_1687,vendor_1611,2-way match,Limit,Framework order,False,False,00110,2018-01-04 12:25:00,15349.0,scope,,False,False,False,False,False,False,False,False,
4507075965_00040,4507075965,companyID_0003,Real Estate,Real estate brokers or agents,vendorID_1687,vendor_1611,2-way match,Limit,Framework order,False,False,00040,2018-01-04 12:25:00,265.0,scope,,False,False,False,False,False,False,False,False,
4507075965_00120,4507075965,companyID_0003,Real Estate,Real estate brokers or agents,vendorID_1687,vendor_1611,2-way match,Limit,Framework order,False,False,00120,2018-01-04 12:25:00,265.0,scope,,False,False,False,False,False,False,False,False,6.0
4507075965_00240,4507075965,companyID_0003,Real Estate,Real estate brokers or agents,vendorID_1687,vendor_1611,2-way match,Limit,Framework order,False,False,00240,2018-01-04 12:25:00,265.0,scope,,False,False,False,False,False,False,False,False,1.0
4507075965_00130,4507075965,companyID_0003,Real Estate,Real estate brokers or agents,vendorID_1687,vendor_1611,2-way match,Limit,Framework order,False,False,00130,2018-01-04 12:25:00,15349.0,scope,,False,False,False,False,False,False,False,False,
4507075965_00230,4507075965,companyID_0003,Real Estate,Real estate brokers or agents,vendorID_1687,vendor_1611,2-way match,Limit,Framework order,False,False,00230,2018-01-04 12:25:00,15349.0,scope,,False,False,False,False,False,False,False,False,
4507075965_00220,4507075965,companyID_0003,Real Estate,Real estate brokers or agents,vendorID_1687,vendor_1611,2-way match,Limit,Framework order,False,False,00220,2018-01-04 12:25:00,265.0,scope,,False,False,False,False,False,False,False,False,7.0
4507075965_00140,4507075965,companyID_0003,Real Estate,Real estate brokers or agents,vendorID_1687,vendor_1611,2-way match,Limit,Framework order,False,False,00140,2018-01-04 12:25:00,265.0,scope,,False,False,False,False,False,False,False,False,2.0
4507075965_00150,4507075965,companyID_0003,Real Estate,Real estate brokers or agents,vendorID_1687,vendor_1611,2-way match,Limit,Framework order,False,False,00150,2018-01-04 12:25:00,15349.0,scope,,False,False,False,False,False,False,False,False,
4507075965_00210,4507075965,companyID_0003,Real Estate,Real estate brokers or agents,vendorID_1687,vendor_1611,2-way match,Limit,Framework order,False,False,00210,2018-01-04 12:25:00,15349.0,scope,,False,False,False,False,False,False,False,False,
